text,lang,timestamp,sentiment,score,source
"His arrogance is becoming unbearable.
It’s clear the board is clueless — OGC Nice already warned us about this. We all know Amorim is their man, and they don’t want to be seen as failures for backing him. But let’s be honest: INEOS needs to swallow their pride, admit the mistake, and sack him.

This team will not improve under him — it’s simply not going to get better. We need to wake up and put an end to this nightmare. There’s a reason West Ham and Liverpool didn’t hire him.

The sooner INEOS lets him go, the better for everyone. I know they’re trying to save money because sacking him within a year comes with compensation, but keeping him is costing us far more.",en,2025-10-06 03:42:32.766749,Positive,0.3722222222222222,
This man is bringing the premier League home this season,en,2025-10-06 03:42:32.766751,Neutral,0.0,
Tomorrow need three points..go ahead n best luck,en,2025-10-06 03:42:32.766752,Positive,1.0,
Tomorrow is the last match of amorime because Sunderland will win the match because his bullshit system,en,2025-10-06 03:42:32.766754,Positive,0.4,
"If we lose im done .
Love from Zambia 🇿🇲",en,2025-10-06 03:42:32.766755,Positive,0.5,
This is the guy who never realizes that he is losing becoz of playing Bruno in deep 6 and he never admits that,en,2025-10-06 03:42:32.766757,Neutral,0.0,
Zero trust. Players who moved on are better. Completely unknown battle plans from coach,en,2025-10-06 03:42:32.766758,Positive,0.2,
"Our manager is delusional, that is my opinion.",en,2025-10-06 03:42:32.766760,Neutral,0.0,
Blah blah blah,id,2025-10-06 03:42:32.766761,Neutral,0.0,
if they start w 3 defenders + bayindir im gonna stop watching,en,2025-10-06 03:42:32.766763,Neutral,0.0,
Bruno needs to be benched he doesn't track back and cover space properly,en,2025-10-06 03:42:32.766764,Neutral,0.0,
"Best manager but z problem is z
Player like burno,Shaw,ugly goalkeeper ect",en,2025-10-06 03:42:32.766765,Positive,1.0,
It's the system because we get overrun in the Midfield and all of our wins are struggles. 4-2-3-1 gives more balance to the Midfield and more attacking power..,en,2025-10-06 03:42:32.766775,Positive,0.4333333333333333,
About to get wrecked by Sunderland,en,2025-10-06 03:42:32.766776,Neutral,0.0,
What’s your obsession for Maguire,en,2025-10-06 03:42:32.766777,Neutral,0.0,
"Repeat repeat repeat, insanity is doing the same thing over and over and expecting a different result",en,2025-10-06 03:42:32.766779,Neutral,0.0,
The common theme about the games you lost conceding 3 goals each is Harry Maguire for Leny Yoro,en,2025-10-06 03:42:32.766780,Negative,-0.3,
But sir at least try en change the system en we see what will happen,en,2025-10-06 03:42:32.766782,Negative,-0.3,
"i believe in amorim, he will win XG title this season",en,2025-10-06 03:42:32.766783,Positive,0.8,
we've had 2 streaky wins.  we could easily be in bottom 3 already.  Amorims tunnel vision and inflexibility is destined to fail I fear.,en,2025-10-06 03:42:32.766785,Positive,0.0777777777777777,
Tomorrow match vs sandarland win 3-1 and board will sack amorim it's sure,en,2025-10-06 03:42:32.766786,Positive,0.65,
"If you don’t change for the results, the result will change you.",en,2025-10-06 03:42:32.766787,Neutral,0.0,
"If we can't beat Sunderland at home then Ruben and his ""system"" need to walk",en,2025-10-06 03:42:32.766789,Neutral,0.0,
Basically it's not the system it's the players they don't have the consistency to play every game the same way,en,2025-10-06 03:42:32.766790,Negative,-0.2,
"Last season doesnt matter really Amorin. To you and Sir Jim last season may not matter but to the fans who are being embarrassed week in week out last season does matter. The problem with this club is there is no accountability from the owners, coach & players and that is why we finished 15th last season and will struggle again this season. If Sir Jim knew anything about football he would fire Wilcox, Berrada and Amorin. He would hire a coach like Glasner and get rid of the players that are not performing week in week out. As long as the owners allow mediocrity then that's what the club will be mediocre.",en,2025-10-06 03:42:32.766791,Negative,-0.06875,
Its not the system. Its the players. They need to play for the badge!!!,en,2025-10-06 03:42:32.766793,Neutral,0.0,
The players are kinda throwing him under the bus. More power to Ruben Amorim,en,2025-10-06 03:42:32.766794,Positive,0.5,
"The man is an incompetent, and clearly deluded. I'm actually embarrassed for him now.",en,2025-10-06 03:42:32.766796,Negative,-0.0833333333333333,
He must be sacked after this match.,en,2025-10-06 03:42:32.766797,Neutral,0.0,
When it works.. it works.. can I ask.. when has it worked.? Not even 2 games in a row yet... Lose to Sunderland.. you can go.,en,2025-10-06 03:42:32.766799,Neutral,0.0,
"These players are the ones that are really our problem,no efforts at all",en,2025-10-06 03:42:32.766800,Positive,0.2,
They sacked our Ole when he lost 3 games 😢,en,2025-10-06 03:42:32.766802,Neutral,0.0,
I will line up 4-4-2. Please hire me.,en,2025-10-06 03:42:32.766803,Neutral,0.0,
"RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND
RUBEN AMORIM
HE'LL BRING THE GLORY DAYS AGAIN
WE'LL BACK HIM FROM THE STRETFORD END
HE'LL TURN THE REDS AROOOOOOOOOOOOOOOOOOUND",en,2025-10-06 03:42:32.766804,Neutral,0.0,
Another casualty soon be added ever growing list,en,2025-10-06 03:42:32.766806,Neutral,0.0,
"We have to win this match 
Almost everybody apart from mazarouri and licha are available there is no excuse whatsoever not to win this game",en,2025-10-06 03:42:32.766807,Positive,0.325,
We ain’t prepared 😑,en,2025-10-06 03:42:32.766808,Neutral,0.0,
United forever❤,en,2025-10-06 03:42:32.766810,Neutral,0.0,
"I'm at the point of being a Ruben out man. 

But I admire the fact that he's actually saying I've nothing to say to the fans, we have to show what we're about. 

A footballer would take to twitter to argue for themselves and hope to inspire sympathy from fans if they got stick. At least he's not. 

I still have no faith of getting a win, but always happy to be wrong. I'm at the point now of hoping for a real enjoyable performance regardless of whether we get a win or not. I don't enjoy watching any matches anymore with this team.",en,2025-10-06 03:42:32.766811,Positive,0.34375,
"if he changes the defense again, sack him right away!",en,2025-10-06 03:42:32.766813,Positive,0.3571428571428571,
Play 4:3:3 please,en,2025-10-06 03:42:32.766814,Neutral,0.0,
"We all see how tough things have been lately — the criticism, the doubts, the pressure. But I want Ruben to remember something crucial: he is a winner. Built a legacy at Sporting —  won trophies, rewrote expectations, showed what a manager from Lisbon could achieve. That wasn’t luck. That was vision, character, and grit.

Everything new brings challenges. What he is facing at Manchester United is part of the journey — the test. It’s when things are hard that his identity, his  philosophy, his belief in what football can be really matter the most. The man who turned Sporting into a force didn’t do so by giving up when the going got tough — he did it by standing firm, learning fast, and pushing forward.

So keep your head high. Reconnect with why you do this, what you believe in, and what you’ve already proven you can deliver. The road may be bumpy now, but if you stay true to your methods, courageous in your decisions, and faithful to your principles, there’s a real chance to leave a mark here too.

You’ve earned the respect to get through this — don’t lose it by doubting yourself. The best stories are born from adversity.",en,2025-10-06 03:42:32.766815,Positive,0.0840656565656565,
"Woah, this guy wrote an entire paragraph but at the end of the day the club and manager is still trash 😂",en,2025-10-06 03:42:32.766817,Neutral,0.0,
Is that you Amorim?,en,2025-10-06 03:42:32.766818,Neutral,0.0,
You talk in ifs and hope. Says it all,en,2025-10-06 03:42:32.766819,Neutral,0.0,
"No long story, we need a new coach maybe most you will realise it when we get relegated.",en,2025-10-06 03:42:32.766821,Positive,0.2204545454545454,
We got your back,en,2025-10-06 03:42:32.766822,Neutral,0.0,
"You're on thin ice, buddy. We need results.",en,2025-10-06 03:42:32.766824,Negative,-0.4,
Please the new goalkeeper should start,en,2025-10-06 03:42:32.766825,Positive,0.1363636363636363,
We are frustrated at the moment please man utd board should change amorim🙏🙏🙏,en,2025-10-06 03:42:32.766827,Negative,-0.7,
We all should not give so much pressure to the players we know that we are going through a very bad form just trust the manager and support him even if we lose we can't keep changing the manager,en,2025-10-06 03:42:32.766828,Negative,-0.3549999999999998,
Start the right players Ruben…. Stop being so rigid,en,2025-10-06 03:42:32.766829,Positive,0.2857142857142857,
"One of the people killed in the synagogue was a Man Utd fan, the attack was just up the road from me 😢 he has our hearts and the others heart",en,2025-10-06 03:42:32.766831,Negative,-0.2,
@sweetelephant445 i truly feel sorry for you. seek help,en,2025-10-06 03:42:32.766832,Negative,-0.5,
Well one of the people killed was apparently shot by the officer,en,2025-10-06 03:42:32.766834,Negative,-0.075,
100% behind the manager come what may,en,2025-10-06 03:42:32.766835,Negative,-0.4,
Too defensive and not taking any feedback,en,2025-10-06 03:42:32.766836,Neutral,0.0,
C'mon man it's Sunderland you don't need tactics to win you need a soul in the team,en,2025-10-06 03:42:32.766838,Positive,0.8,
3 goals . 3 Points . Only then we will be happy . GGMU ❤,en,2025-10-06 03:42:32.766839,Positive,0.4,
"We are winning  this one ,mark this",en,2025-10-06 03:42:32.766840,Positive,0.5,
Sunderland plz do us a favour and get this brother sacked,en,2025-10-06 03:42:32.766842,Neutral,0.0,
starts shows no work,en,2025-10-06 03:42:32.766843,Neutral,0.0,
"Trust Amorim, he is the one. Give him the player he need😊",en,2025-10-06 03:42:32.766845,Neutral,0.0,
He is the worst manager we've ever had,en,2025-10-06 03:42:32.766846,Negative,-1.0,
"He just spent 200m pounds, he is in no position to complain about not having the right players",en,2025-10-06 03:42:32.766847,Positive,0.0928571428571428,
"​@@mfbjo6854u could say he only got 4 players in 2 transfer windows, but no you'd rather say he spent 200m like he got more than what he needed...",en,2025-10-06 03:42:32.766849,Positive,0.1333333333333333,
"If Ruben even draw in this game, i think he should be sacked and bring in a manager that can play 4 3 3 formation",en,2025-10-06 03:42:32.766850,Negative,-0.4,
"""My job is to prepare the team""...not buy players. Subtle.",en,2025-10-06 03:42:32.766852,Negative,-0.3333333333333333,
"My opinion: 

I'm a massive Bayindir fan but I have to say we need to start Lammens here.

Drop Bruno for now.

Start Mainoo and Heaven.

Never Maguire last man.

Pass to Sesko for god's sake.",en,2025-10-06 03:42:32.766853,Neutral,0.0,
Bayindir fans? you love to see goals.😅,en,2025-10-06 03:42:32.766854,Positive,0.5,
"Can you enlighten us mere mortals, what exactly makes you his fan, just curious, cause looks like I'm missing something...",en,2025-10-06 03:42:32.766856,Negative,-0.1375,
​@NotYnlo_7 it's his hair do he a Chicago gangsta😂 his true profession his Chicago mob 😳 not goalkeeper 😂,en,2025-10-06 03:42:32.766857,Positive,0.35,
Enjoy your last game in charge at Old Trafford :),en,2025-10-06 03:42:32.766858,Positive,0.12,
"Amorim we can tolerate a rough ride, what we can't tolerate is Bruno playing in the midfield which is making him and the midfield absolutely terrible, and NEVER ever start Shaw-Maguire-Dalot in the same team, even if you have to play with 10 men. PLEASE!",en,2025-10-06 03:42:32.766860,Negative,-0.3666666666666667,
Stop being stubborn. Change your formation. Pick Lammens. Drop Maguire Shaw Dalot.,en,2025-10-06 03:42:32.766861,Neutral,0.0,
"Ruben likes to talk about look forward how about choose a future team and Include lemmens, heaven, yoro, mainoo and drop the past being bayindir,Maguire, Shaw and bruno also make De Lift captain that guy is calmness, professionalism and leadership personified",en,2025-10-06 03:42:32.766863,Negative,-0.125,
when it comes to Talking... he's a winner,en,2025-10-06 03:42:32.766864,Neutral,0.0,
Why would he make a lift a captain,en,2025-10-06 03:42:32.766865,Neutral,0.0,
Bro dont forget we also want to drop some more like ugarte dalot and make new signings in midfield 2 signings is import but if we can make play mainoo alongside with new signing and buy another new midfielder also next season and buy a speedy cb to defense we are playing high line so want pace yoro have it de light is like a blocker perfect but no another one who has caliber to play alongside with them play heaven thats how you make players if you think he is not expirenced he cant play he will be remain there for ever play him and also buy one  cb. midfield defense are problem and always the thing which is very important than tactics is mentality passion and have the gutts to show intensity and have a knowledge of for which badge they are playing with this things man united will rise again to glory days,en,2025-10-06 03:42:32.766867,Positive,0.3321212121212121,
All I hear from him is the same Blah blah blah blah blah,id,2025-10-06 03:42:32.766868,Neutral,0.0,
This could be your last match in charge. You need to do your due diligence. No ifs or buts. No silly playing players out of position. Let's hope you can be here till Xmas.,en,2025-10-06 03:42:32.766870,Positive,0.0416666666666666,
"He was served up puff piece questions there. That Wolly from Sky was too soft versus what Sky’s Neville has said about the numbers not lying. Snakey Sky, at least Simon Stone asked a somewhat pointed question of the guy who is to blame for the way we are playing.",en,2025-10-06 03:42:32.766871,Negative,-0.0999999999999999,
Amorim you are a self-destruct tool.... we all want to see you succeed but you are losing us as fans with your system...,en,2025-10-06 03:42:32.766872,Neutral,0.0,
Shouldnt get to a point were we are worried about playing Sunderland at home. Make some chamges mate,en,2025-10-06 03:42:32.766874,Neutral,0.0,
"Let's go Amorim..
343..
Let's win this..
Let's be positive.",en,2025-10-06 03:42:32.766875,Positive,0.5136363636363637,
Action speak louder than words. You can’t sit there and waffle as much as you want. Nearly a year in the job and no clear repetitive patterns of play and results haven’t improved. Just leave Man Utd because you are out of your depth.,en,2025-10-06 03:42:32.766877,Positive,0.02,
Excuses thats all you are doing now,en,2025-10-06 03:42:32.766878,Neutral,0.0,
"Im not a Coach, but having players playing out of place wont help your chances to play the best football.",en,2025-10-06 03:42:32.766879,Positive,1.0,
"Pls let shaw, maguire and bruno leave this January",en,2025-10-06 03:42:32.766881,Neutral,0.0,
"Guys wake up and read between the lines .. anyone in his shoes would have changed the formation ...
He is just waiting to be sacked and cant be bothered and already lost heart ...
He has other offers in the cue ..
Even if i get sacked, there is a gueue to hire me ...
Matter of time he will be sacked than  he will be coaching another team .. watch and see",en,2025-10-06 03:42:32.766882,Negative,-0.0124999999999999,
Ruben Amorim! He’ll bring glory days again!!!,en,2025-10-06 03:42:32.766883,Neutral,0.0,
Please give some penalty training for burno,en,2025-10-06 03:42:32.766885,Neutral,0.0,
Behind at the break FC,en,2025-10-06 03:42:32.766886,Negative,-0.4,
"Ruben is the guy 
But he should stop overthinking it",en,2025-10-06 03:42:32.766888,Neutral,0.0,
"Start Mainoo and casemiro.  Then bruno and bruno in front of them, then seekin up front.  Yoro, De ligt and McGuire. Please. I really wish you well and I hope you turn things around",en,2025-10-06 03:42:32.766889,Positive,0.2,
"He just sounds delusional. But the club obviously has no standards anymore, so I guess nothing will change.",en,2025-10-06 03:42:32.766890,Neutral,0.0,
Ruben revived sporting. He will revive United,en,2025-10-06 03:42:32.766892,Neutral,0.0,
"EPL is not Portugal league, Amorim thinks if his system worked in Portugal, so it will work in any other league. Foolish and naive.",en,2025-10-06 03:42:32.766893,Negative,-0.2125,
Sack this useless dude😊,en,2025-10-06 03:42:32.766894,Negative,-0.5,
"Team is terrible at the back, please start FOUR Defenders, fgs",en,2025-10-06 03:42:32.766896,Negative,-0.5,
"Amorim lacks something that Ferguson had, pep has, klopp had, and a lot of successful managers have and that is the ability to command. The players are not afraid of him, he's more like a friend to them and they will only show up when there's too much pressure not for fear of the manager, and that's why I think man utd should sack him",en,2025-10-06 03:42:32.766897,Positive,0.35,
"Brothers, one day we will see the sun rise again. I pray for the players to execute the plan properly and show why they are paid millions",en,2025-10-06 03:42:32.766899,Neutral,0.0,
Move on from Arsenal 😭,en,2025-10-06 03:42:32.766900,Neutral,0.0,
If Ugarte & Dalot start tomorrow he sacks himself.,en,2025-10-06 03:42:32.766901,Neutral,0.0,
"Bench bruno,dorgu,,Cunha,bandyir,urgate,dalot,kindy",id,2025-10-06 03:42:32.766903,Neutral,0.0,
"I hope this is the last game with Amorim,",en,2025-10-06 03:42:32.766904,Negative,-0.2,
Ahh the big mouth manager 😂,en,2025-10-06 03:42:32.766905,Neutral,0.0,
Another interview defrauding the man utd fan base 🤦🏾,en,2025-10-06 03:42:32.766907,Negative,-0.8,
Lost tomorrow and sack him,en,2025-10-06 03:42:32.766908,Neutral,0.0,
I think these players are looking for a reason not to give everything for this club. I would like these players to have a warriors mentality. It really isnt the system. Its the mindset of this lot. Changing managers wont change a thing.,en,2025-10-06 03:42:32.766910,Positive,0.2,
"I hope this is the last game with Amorim, and go take all your empty talk with you. sorry bosss",en,2025-10-06 03:42:32.766911,Negative,-0.25,
I think the problem is  United fans. we need to expect less for now and let the coach build this team,en,2025-10-06 03:42:32.766912,Negative,-0.1666666666666666,
Worst Manchester United manager,en,2025-10-06 03:42:32.766914,Negative,-1.0,
Start also lamen as goalkeeper,en,2025-10-06 03:42:32.766916,Neutral,0.0,
Cant 1 journalist ask him why Luke shaw is starting every game? Just 1?,en,2025-10-06 03:42:32.766917,Negative,-0.2,
Wats terror attack to do with football,en,2025-10-06 03:42:32.766918,Neutral,0.0,
"Deep down he is saying truth,the games we have loose, we have dominated in all area, only in the final third, my thought though",en,2025-10-06 03:42:32.766920,Negative,-0.0387464387464387,
"Ruben press conference never go beyond 7 minutes. He is afraid of the press. If Milfchester fans think the Sunderland game is going to be a walk in the park, your are in for a rude awakening. Every game in the EPL is difficult",en,2025-10-06 03:42:32.766921,Negative,-0.44,
This match has a significant impact on a larger outcome.. i hope to see what everyone wants to see.,en,2025-10-06 03:42:32.766923,Positive,0.1916666666666666,
Bench Bruno start mainoo and casamiro,en,2025-10-06 03:42:32.766924,Neutral,0.0,
Justice For Kobbie Mainoo Please Start With Kobbie Mainoo,en,2025-10-06 03:42:32.766925,Neutral,0.0,
Through and through I stand with Ruben,en,2025-10-06 03:42:32.766927,Neutral,0.0,
Did you say the same in the last game,en,2025-10-06 03:42:32.766928,Negative,-0.1333333333333333,
Amorim need time,en,2025-10-06 03:42:32.766930,Neutral,0.0,
We got your back Amorim. Love from Kenya ❤❤,en,2025-10-06 03:42:32.766931,Positive,0.25,
He needs to be fired,en,2025-10-06 03:42:32.766933,Neutral,0.0,
please support another team,en,2025-10-06 03:42:32.766934,Neutral,0.0,
@Mr.analysis-bettingtips HE MUST GO,en,2025-10-06 03:42:32.766936,Neutral,0.0,
@@alexred1038 Fired and then hire another manager and fire that one too?? 😂,en,2025-10-06 03:42:32.766937,Neutral,0.0,
@@Gemtem No! He ain't going nowhere,en,2025-10-06 03:42:32.766939,Neutral,0.0,
"Is Amorim the manager to bring back the PL , the CL and the world Cup title to United ?",en,2025-10-06 03:42:32.766940,Neutral,0.0,
"Start Lammens, move Bruno out of MF (it doesnt work) play DeLight in the centre of the three and drop Shaw. This will make us a bit better",en,2025-10-06 03:42:32.766941,Positive,0.5,
We tired of him,en,2025-10-06 03:42:32.766943,Negative,-0.4,
"Think im gonna change carrer to be a journalist, the questions are allways the same, seems like its an easy job just ask the same question over and over",en,2025-10-06 03:42:32.766954,Positive,0.1444444444444444,
"Put Mbuemo right wingback with Fernandes and Cunha nr10, Mainoo and Ugarte central, out Shaw and Heaven in and results will follow.",en,2025-10-06 03:42:32.766956,Positive,0.1428571428571428,
Terror attack really at a interview,en,2025-10-06 03:42:32.766957,Positive,0.2,
We hired motivational speaker,en,2025-10-06 03:42:32.766959,Neutral,0.0,
"Lol, true that",en,2025-10-06 03:42:32.766960,Positive,0.575,
"Motivational who won everything at sporting, and scored against City 4 goals 

The players are the biggest culprit behind the downfall along side the ex board members",en,2025-10-06 03:42:32.766962,Negative,-0.4,
another cry baby fan,en,2025-10-06 03:42:32.766963,Neutral,0.0,
Drama mulu,id,2025-10-06 03:42:32.766965,Neutral,0.0,
JUST BACK THIS MANAGER.... Sacking him will bring us back to the beginning,en,2025-10-06 03:42:32.766966,Neutral,0.0,
"Playing Bruno as a DM, Playing players out of position , substituting centre halves and rotating them every match, not being able to change formation -in game- Buying a keeper and not playing him when the chosen goalkeeper cannot catch a ball or defend a cross, playing 5 defenders who cant defend a ball into the box -is the Managers problem.",en,2025-10-06 03:42:32.766969,Positive,0.0333333333333333,
wow this guy it has never worked coz we cant even win 2 games in a row,en,2025-10-06 03:42:32.766971,Positive,0.45,
What a load of nonsense. We are loosing game not because of a system but it is because of him. He plays Bruno as a 6 when he’s not capable of playing there. He puts Maguire in the centre of the back 3 on the half way line and he has no pace to get back he’s been caught out twice in the last 2 games. He played Dalot at wing back when he it’s even a competent full back. It’s all because of his decisions and he needs to go. You play the system you have the players for and we don’t have the players for his.,en,2025-10-06 03:42:32.766972,Positive,0.0183333333333333,
There’s no way playing sunderland should be a tough match for us. I’m beginning to loose faith because why preach what you don’t believe ‘mentality’ has to start from you. We are a better team and a bigger team,en,2025-10-06 03:42:32.766974,Positive,0.0085470085470085,
Dont play bruno in the midfield,en,2025-10-06 03:42:32.766975,Neutral,0.0,
Mr Amorim pleas pleaas start with Lammens! And stop give chances mediocre shaw in first squad ...  better play Yoro - Maguaier - Matthijs or give more chances Heaven 🙏,en,2025-10-06 03:42:32.766977,Positive,0.1875,
Play seniors but train and coach youngsters into the system - keep young talent away from the spotlight for now - think long term,en,2025-10-06 03:42:32.766978,Positive,0.025,
Why I am bothered a lot by just hearing him talking. Man just change the game results,en,2025-10-06 03:42:32.766979,Negative,-0.4,
"We need to stand by our manager, GGMU",en,2025-10-06 03:42:32.766981,Neutral,0.0,
What did the first question have to do with football. ..,en,2025-10-06 03:42:32.766982,Positive,0.25,
I have stopped antidepressants. Watching this guy does the job for me.,en,2025-10-06 03:42:32.766984,Neutral,0.0,
If you believe anything this guy says you need different medication,en,2025-10-06 03:42:32.766985,Neutral,0.0,
"@@Naren25 , why wouldn't we believe in what Amorim says?",en,2025-10-06 03:42:32.766986,Neutral,0.0,
"​@@AdilFernandes-p1sHe's a liar, a spin doctor and a fraud. Worst manager in our history and he still manages to present a positive spin. He's not competent, and he's lying to our faces",en,2025-10-06 03:42:32.766988,Negative,-0.2556818181818182,
@@AdilFernandes-p1s because our match results dont match up to how he presents,en,2025-10-06 03:42:32.766989,Neutral,0.0,
prolly will lose to sunderland as well,en,2025-10-06 03:42:32.766991,Neutral,0.0,
one game a week and no style of play and you lose amorim out,en,2025-10-06 03:42:32.766992,Negative,-0.4,
"This guy can talk, but cant coach",en,2025-10-06 03:42:32.766993,Neutral,0.0,
amorim they lose against big teams they lose against average clubs they lose against lower division teams they never win,en,2025-10-06 03:42:32.766995,Negative,-0.1833333333333333,
st with new gk and drop harry maguire,en,2025-10-06 03:42:32.766996,Positive,0.1363636363636363,
We are waiting for breaking news on Monday sacking,en,2025-10-06 03:42:32.766998,Neutral,0.0,
Ruben Amorim will bring the glory days again!!!!,en,2025-10-06 03:42:32.766999,Neutral,0.0,
"I hope this is the last game with Amorim, and go take all your empty talk with you.",en,2025-10-06 03:42:32.767000,Negative,-0.1666666666666666,
the eyebags are really showing  👀,en,2025-10-06 03:42:32.767002,Positive,0.2,
Dude you don't win games you play the wrong players in the positions,en,2025-10-06 03:42:32.767003,Positive,0.15,
We never lost becos of the system. These players need to step up,en,2025-10-06 03:42:32.767005,Neutral,0.0,
and go take all your empty talk with you.,en,2025-10-06 03:42:32.767006,Negative,-0.1,
Sure... keep telling yourself that.,en,2025-10-06 03:42:32.767007,Positive,0.5,
He's half right though the system can work in the PL but the players fail to stay disciplined on the pitch. Yes amorim is making the wrong choices too but it's only right that these players can get the basics down which they can't,en,2025-10-06 03:42:32.767009,Negative,-0.1072562358276644,
"@@dwaynethompson9982 If you follow amorim, your favorite team will be destroyed and you have to be strong to accept more defeats, this team will be on the brink of destruction, the facts speak for themselves, sory friend",en,2025-10-06 03:42:32.767010,Positive,0.4777777777777778,
"If you are an accountant, do you expect that if you are moved to Marketing, you will run the best marketing campaigns?",en,2025-10-06 03:42:32.767012,Positive,1.0,
"He's talking some amount of bollocks here. ""When some week it works......"" SMFH. It hasn't worked from the moment you arrived against Ipswich you fool.",en,2025-10-06 03:42:32.767013,Neutral,0.0,
Please stop forcing things...Bruno is not meant for that position,en,2025-10-06 03:42:32.767014,Neutral,0.0,
He will be gone if he lose again to son down lane,en,2025-10-06 03:42:32.767016,Negative,-0.1555555555555555,
I think he should switch the formation to 4-3-3 with Bruno f as attacking midfielder,en,2025-10-06 03:42:32.767017,Neutral,0.0,
"C'mon it's Sunderland 
Easy 3 points",en,2025-10-06 03:42:32.767018,Positive,0.4333333333333333,
If M United lose again tomorrow I think you will be sack Amorim.😂,en,2025-10-06 03:42:32.767020,Neutral,0.0,
"Mainoo ok❤❤❤
Amorim out",en,2025-10-06 03:42:32.767021,Neutral,0.0,
Amorim will promise you HEAVEN only to Lund you in Satans headquarters...😅don't trust his words,en,2025-10-06 03:42:32.767023,Neutral,0.0,
"Amorim out
Carrick oke❤❤❤❤❤❤❤❤",en,2025-10-06 03:42:32.767024,Neutral,0.0,
"I agreed with Ruben.. The system was not a problem. For me, the problem is the player.",en,2025-10-06 03:42:32.767026,Neutral,0.0,
"So what if the system isn’t the problem? He should keep his job, despite an appalling record, because his formation is not to blame? Do all the managers who get sacked do so because of their formations? He should be sacked because of his results, no more, no less. If he thinks the system is fine - cool, maybe get a few results with it!",en,2025-10-06 03:42:32.767027,Positive,9.251858538542969e-18,
Free zirkzee give hime more min with Maino not just 8 min,en,2025-10-06 03:42:32.767028,Positive,0.45,
He acknowledged Sunderland change scenarios to get results but he's stuck in his ways. So frustrating,en,2025-10-06 03:42:32.767030,Negative,-0.4,
"I hope this is the last game with Amorim, and go take all your empty talk with you. go on",en,2025-10-06 03:42:32.767031,Negative,-0.1666666666666666,
Be open and flexible to your players. Bruno doesn't play there..... Please 🙏. Cunha can't do like Bruno does,en,2025-10-06 03:42:32.767032,Neutral,0.0,
Get out of this club yoou are ruining it,en,2025-10-06 03:42:32.767034,Neutral,0.0,
Except the system has never worked well in the Premier league,en,2025-10-06 03:42:32.767035,Neutral,0.0,
He's like a politician makes fake promises,en,2025-10-06 03:42:32.767037,Negative,-0.5,
"I hope this is the last game with Amorim, and go take all your empty talk with you.yes",en,2025-10-06 03:42:32.767038,Negative,-0.1666666666666666,
"We are didnt join Europe, so we have EXTRA time in the training, 

No excuse, we must win",en,2025-10-06 03:42:32.767039,Positive,0.275,
No shaw no bayindr and no bruno in cm. If you can't do that get out of my club,en,2025-10-06 03:42:32.767041,Neutral,0.0,
"Amorim if you want goals,return Bruno to number 10,cunha 11,mbeumo 7 and sesko 9",en,2025-10-06 03:42:32.767042,Neutral,0.0,
He needs to wear the Man Utd armband which he wore at sporting,en,2025-10-06 03:42:32.767044,Neutral,0.0,
Less talk more work and performance on the pitch... Being stubborn is not going to take him far ...it is inevitable...sad but true.,en,2025-10-06 03:42:32.767045,Positive,0.1958333333333333,
"""Ruben Amorim he won't bring the glory days again, we can't still back him from the Stretford End, he will sink us to the grounddddd""",en,2025-10-06 03:42:32.767046,Neutral,0.0,
"I hope this is the last game with Amorim,",en,2025-10-06 03:42:32.767048,Negative,-0.2,
Nah not feeling him any more tbf,en,2025-10-06 03:42:32.767049,Positive,0.5,
